img_num,original_output,modified_output
000,16.430735424916445,15.38633164067825
001,28.54321404310112,30.292221802669424
002,13.274034377149999,11.030491527586888
003,16.241935977036768,18.59654668261386
004,7.614349952660149,8.056553652950997
005,26.54031346452789,21.720490465718704
006,13.051981545108116,11.312620237548396
007,5.888683744299939,4.856722116894008
008,15.382062953389852,13.337377916445272
009,23.219434621352065,21.279538627579743
010,12.130748258813867,13.852484885914809
011,15.200763073553944,16.883617886168537
012,18.790884287526357,18.060403142666406
013,19.157941150656875,18.570622101545567
014,19.904386148141935,20.729079953338687
015,16.126356262792243,19.141212807875288
016,11.187527466622038,10.3795407671691
017,15.439976415919546,18.182628054103024
018,17.628375706680465,16.90864093853382
019,15.522891026051909,15.577651956273426
020,19.098522902051084,15.58514091577374
021,18.635645469974065,19.717238675792363
022,16.57538706847407,16.082391555318218
023,15.08174708043341,17.276563771085893
024,14.178552615143596,12.071206405338698
025,11.98845615757677,12.677635453654585
026,14.306987425203829,13.88105607856134
027,13.40330634083075,12.920254487260404
028,17.88180692699481,17.03401785500407
029,16.513293649804808,12.418604633385034
030,19.555982743154324,17.289771472798364
031,11.490322102955151,11.052660279528869
032,15.208726172394165,18.725536199292513
033,14.444934735051639,15.506197247626528
034,13.84165048795798,14.40698719872779
035,29.37092290197873,28.266967564947073
036,24.79787290776034,26.00170562991435
037,16.087571227033536,12.285503005550934
038,15.475960400516655,15.171472505810296
039,7.902296689621442,9.491405594825627
040,14.445095189169866,12.905082581767017
041,16.041733601236324,15.461052212015122
042,21.381835971379935,17.230487338285137
043,12.660643861078935,12.135756682368216
044,12.6943928117143,14.810726490828591
045,12.001834910016369,10.998150442511754
046,9.28155507897851,9.176931093893032
047,22.152267733023287,22.320530229475796
048,10.014246104720138,10.918898213748777
049,15.06487128448992,16.618419715414838
050,22.024174420995735,15.713819467137721
051,19.34102716383065,25.837226883134395
052,18.89291136981432,17.14585470023273
053,10.394071153359265,12.272358393639719
054,15.451010496031405,16.630837954450975
055,10.352411728688692,10.341635447433406
056,18.310548018615403,18.021495837103366
057,17.936642760252756,20.57624849108798
058,14.065066110869328,12.288911145700604
059,24.277087932446605,22.148110566437524
060,22.69673122722829,20.270478871348892
061,12.885112100121182,11.52156314646258
062,11.411812538916537,15.804519110111073
063,15.303767749029912,16.237508062208207
064,13.860230954458576,12.364423190167503
065,12.787804784010522,13.512648312324881
066,13.43479707447957,14.72403140292864
067,27.782678577374497,27.212982980643304
068,14.351362040972978,15.101374320198126
069,9.459815864975472,8.757536670895147
070,12.261842365199517,11.730924661488839
071,19.451956760624547,23.08584517748931
072,18.119643865343328,17.779269122868957
073,5.711673469336348,6.402535530606558
074,10.712934817123474,12.117738019877317
075,10.143213435490681,10.736637378434548
076,15.336088513835943,14.750973135413163
077,27.6961950688135,22.64582236824649
078,33.38198575227564,43.68240899661253
079,12.357123169166982,14.532364730806204
080,18.620592928345214,18.63701435812266
081,11.448624099444624,9.481079595657862
082,25.20330950986358,25.110893170454556
083,17.903889246600862,17.943208349618104
084,64.60301602059597,52.45660831769065
085,14.504590377297276,13.25936121517953
086,11.13983915260111,11.868050185267563
087,37.78063609642129,33.50302483109025
088,18.608385578134733,17.90399181376508
089,18.887323338939076,16.637707365162985
090,17.332853690780922,16.446299868120313
091,17.875706805856588,16.03856361595187
092,10.579378871166448,11.92200290081801
093,10.637966899313978,12.721357454177353
094,18.181742439576038,15.848673522841077
095,20.509243894754974,17.8014765158614
096,16.858113028946548,13.661510459345191
097,16.68879117598233,13.760880247373054
098,27.345888156064277,25.124268373341252
099,16.25080998776041,16.232560990390194
100,15.174817108084797,15.600607953124834
101,18.139760681319416,16.611934483301052
102,10.788939873582548,13.40127746864685
103,10.731297158227857,9.934635051122978
104,24.84560171225156,24.059642079450757
105,22.86992955986324,23.624666981064948
106,15.444342315995433,14.513882905457326
107,10.26530832856583,10.11814684234571
108,18.186097704844002,16.26673253244998
109,22.709514523761523,21.886133313428363
110,10.152259381773218,11.651567801047094
111,15.560479073613868,13.9635080444577
112,13.571311749852848,17.953415938716194
113,13.41679481315661,10.197801089114039
114,25.695487919845572,29.793829696299206
115,12.327079528715714,12.595338035197473
116,27.658469594554536,29.603787513721308
117,11.878568200079316,12.539897968159616
118,12.301793388959654,13.255089645985857
119,14.318906091345434,15.391244915657968
120,17.262776929688286,16.96060737403028
121,14.672386346313267,11.059019184013708
122,19.024292983583795,19.378590043328334
123,24.76022303404808,22.91249254354248
124,8.468432277036497,6.242556906406489
125,27.724997673475855,27.83829627720437
126,24.591487653046332,20.98952850050122
127,17.425987477603687,16.871774593432487
128,19.62862725627294,18.636790709365503
129,19.19756276774093,18.028974926063416
130,14.490672079007265,15.901956782798807
131,21.50774248259255,22.23141733527625
132,12.636521421556015,10.44747719489677
133,15.034939934380548,14.179486608682451
134,17.42349541929806,16.036484431517202
135,21.473707960851044,19.695253377402157
136,7.592269511406507,8.285262259880827
137,17.28087904698614,19.43129987205968
138,14.716613946008364,14.224090249831537
139,17.06126597197759,20.37778893656511
140,16.868874038341122,15.249985115949274
141,16.257243834802903,12.370599619261133
