filename,expression_error
0237.png,0.17475156486034393
0238.png,0.17741058766841888
0239.png,0.16273321211338043
0240.png,0.1063915267586708
0241.png,0.24015453457832336
0242.png,0.18307454884052277
0243.png,0.17090804874897003
0244.png,0.1554332971572876
0245.png,0.16362066566944122
0246.png,0.15553700923919678
0247.png,0.14998221397399902
0248.png,0.1952308863401413
0249.png,0.1526685357093811
0250.png,0.15289068222045898
0251.png,0.21115131676197052
0252.png,0.13743004202842712
0253.png,0.11169282346963882
0254.png,0.1441352814435959
0255.png,0.15579408407211304
0256.png,0.29715222120285034
0257.png,0.1848941147327423
0258.png,0.1234276071190834
0259.png,0.2444983273744583
0260.png,0.24623070657253265
0261.png,0.12499945610761642
0262.png,0.16313834488391876
0263.png,0.1860237568616867
0264.png,0.15360690653324127
0265.png,0.13903287053108215
0266.png,0.1433076411485672
0267.png,0.152053102850914
0268.png,0.10393941402435303
0269.png,0.2483164221048355
0270.png,0.13949672877788544
0271.png,0.0942336842417717
0272.png,0.1485622227191925
0273.png,0.17397277057170868
0274.png,0.16336385905742645
0275.png,0.12997683882713318
0276.png,0.13717439770698547
0277.png,0.20035003125667572
0278.png,0.19943442940711975
0279.png,0.13247936964035034
0280.png,0.2446950525045395
0281.png,0.16448204219341278
0282.png,0.09819811582565308
0283.png,0.12470133602619171
0284.png,0.11403534561395645
0285.png,0.13009633123874664
0286.png,0.1469225287437439
0287.png,0.22802357375621796
0288.png,0.2091226577758789
0289.png,0.09270325303077698
0290.png,0.150396928191185
0291.png,0.19799888134002686
0292.png,0.2300211787223816
0293.png,0.2168777734041214
0294.png,0.10121063888072968
0295.png,0.17410266399383545
0296.png,0.1456442028284073
0297.png,0.11355982720851898
0298.png,0.21398678421974182
0299.png,0.2868591547012329
0300.png,0.13558706641197205
0301.png,0.1181272342801094
0302.png,0.1824672371149063
0303.png,0.2108536958694458
0304.png,0.17666330933570862
0305.png,0.15206818282604218
0306.png,0.09161374717950821
0307.png,0.1910642385482788
0308.png,0.16234172880649567
0309.png,0.1871144324541092
0310.png,0.15883608162403107
0311.png,0.19151969254016876
0312.png,0.09372182190418243
0313.png,0.15578776597976685
0314.png,0.13396486639976501
0315.png,0.23991280794143677
0316.png,0.11362829804420471
0317.png,0.1392538994550705
0318.png,0.13517603278160095
